route_id,service_id,trip_headsign,direction_id,shape_id,trip_id,wheelchair_accessible
GREEN,holiday,Nagasandra,1,s1068,t1268,1
GREEN,holiday,Nagasandra,1,s1068,t1270,1
GREEN,holiday,Nagasandra,1,s1068,t1272,1
GREEN,holiday,Nagasandra,1,s1068,t1274,1
GREEN,holiday,Nagasandra,1,s1068,t1276,1
GREEN,holiday,Nagasandra,1,s1068,t1280,1
GREEN,holiday,Nagasandra,1,s1068,t1282,1
GREEN,holiday,Nagasandra,1,s1068,t1284,1
GREEN,holiday,Nagasandra,1,s1068,t1286,1
GREEN,holiday,Nagasandra,1,s1068,t1288,1
GREEN,holiday,Nagasandra,1,s1068,t1290,1
GREEN,holiday,Nagasandra,1,s1068,t1293,1
GREEN,holiday,Nagasandra,1,s1068,t1295,1
GREEN,holiday,Nagasandra,1,s1068,t1297,1
GREEN,holiday,Nagasandra,1,s1068,t1299,1
GREEN,holiday,Nagasandra,1,s1068,t1301,1
GREEN,holiday,Nagasandra,1,s1068,t1303,1
GREEN,holiday,Nagasandra,1,s1068,t1305,1
GREEN,holiday,Nagasandra,1,s1068,t1307,1
GREEN,holiday,Nagasandra,1,s1068,t1309,1
GREEN,holiday,Nagasandra,1,s1068,t1311,1
GREEN,holiday,Nagasandra,1,s1068,t1313,1
GREEN,holiday,Nagasandra,1,s1068,t1315,1
GREEN,holiday,Nagasandra,1,s1068,t1317,1
GREEN,holiday,Nagasandra,1,s1068,t1319,1
GREEN,holiday,Nagasandra,1,s1278,t1178,1
GREEN,holiday,Nagasandra,1,s1278,t1195,1
GREEN,holiday,Nagasandra,1,s1278,t1230,1
GREEN,holiday,Nagasandra,1,s1278,t1246,1
GREEN,holiday,Nagasandra,1,s1278,t1262,1
GREEN,holiday,Nagasandra,1,s1278,t1278,1
GREEN,holiday,Nagasandra,1,s1356,t1213,1
GREEN,holiday,Nagasandra,1,s1586,t1077,1
GREEN,holiday,Silk Institute,0,s1144,t1144,1
GREEN,holiday,Silk Institute,0,s828,t1059,1
GREEN,holiday,Silk Institute,0,s914,t1061,1
GREEN,holiday,Silk Institute,0,s914,t1063,1
GREEN,holiday,Silk Institute,0,s914,t1065,1
GREEN,holiday,Silk Institute,0,s914,t1067,1
GREEN,holiday,Silk Institute,0,s914,t1069,1
GREEN,holiday,Silk Institute,0,s914,t1071,1
GREEN,holiday,Silk Institute,0,s914,t1073,1
GREEN,holiday,Silk Institute,0,s914,t1075,1
GREEN,holiday,Silk Institute,0,s914,t1078,1
GREEN,holiday,Silk Institute,0,s914,t1080,1
GREEN,holiday,Silk Institute,0,s914,t1082,1
GREEN,holiday,Silk Institute,0,s914,t1084,1
GREEN,holiday,Silk Institute,0,s914,t1086,1
GREEN,holiday,Silk Institute,0,s914,t1088,1
GREEN,holiday,Silk Institute,0,s914,t1090,1
GREEN,holiday,Silk Institute,0,s914,t1092,1
GREEN,holiday,Silk Institute,0,s914,t1094,1
GREEN,holiday,Silk Institute,0,s914,t1096,1
GREEN,holiday,Silk Institute,0,s914,t1098,1
GREEN,holiday,Silk Institute,0,s914,t1100,1
GREEN,holiday,Silk Institute,0,s914,t1102,1
GREEN,holiday,Silk Institute,0,s914,t1104,1
GREEN,holiday,Silk Institute,0,s914,t1106,1
GREEN,holiday,Silk Institute,0,s914,t1108,1
GREEN,holiday,Silk Institute,0,s914,t1110,1
GREEN,holiday,Silk Institute,0,s914,t1113,1
GREEN,holiday,Silk Institute,0,s914,t1115,1
GREEN,holiday,Silk Institute,0,s914,t1117,1
GREEN,holiday,Silk Institute,0,s914,t1119,1
GREEN,holiday,Silk Institute,0,s914,t1121,1
GREEN,holiday,Silk Institute,0,s914,t1123,1
GREEN,holiday,Silk Institute,0,s914,t1125,1
GREEN,holiday,Silk Institute,0,s914,t1127,1
GREEN,holiday,Silk Institute,0,s914,t1130,1
GREEN,holiday,Silk Institute,0,s914,t1132,1
GREEN,holiday,Silk Institute,0,s914,t1134,1
GREEN,holiday,Silk Institute,0,s914,t1136,1
GREEN,holiday,Silk Institute,0,s914,t1138,1
GREEN,holiday,Silk Institute,0,s914,t1140,1
GREEN,holiday,Silk Institute,0,s914,t1142,1
GREEN,holiday,Silk Institute,0,s914,t1146,1
GREEN,holiday,Silk Institute,0,s914,t1148,1
GREEN,holiday,Silk Institute,0,s914,t1150,1
GREEN,holiday,Silk Institute,0,s914,t1152,1
GREEN,holiday,Silk Institute,0,s914,t1154,1
GREEN,holiday,Silk Institute,0,s914,t1156,1
GREEN,holiday,Silk Institute,0,s914,t1158,1
GREEN,holiday,Silk Institute,0,s914,t1160,1
GREEN,holiday,Silk Institute,0,s914,t1162,1
GREEN,holiday,Silk Institute,0,s914,t1164,1
GREEN,holiday,Silk Institute,0,s914,t1166,1
GREEN,holiday,Silk Institute,0,s914,t1168,1
GREEN,holiday,Silk Institute,0,s914,t1170,1
GREEN,holiday,Silk Institute,0,s914,t1172,1
GREEN,holiday,Silk Institute,0,s914,t1174,1
GREEN,holiday,Silk Institute,0,s914,t1176,1
GREEN,holiday,Silk Institute,0,s914,t1179,1
GREEN,holiday,Silk Institute,0,s914,t1181,1
GREEN,holiday,Silk Institute,0,s914,t1183,1
GREEN,holiday,Silk Institute,0,s914,t1185,1
GREEN,holiday,Silk Institute,0,s914,t1187,1
GREEN,holiday,Silk Institute,0,s914,t1189,1
GREEN,holiday,Silk Institute,0,s914,t1191,1
GREEN,holiday,Silk Institute,0,s914,t1193,1
GREEN,holiday,Silk Institute,0,s914,t1196,1
GREEN,holiday,Silk Institute,0,s914,t1198,1
GREEN,holiday,Silk Institute,0,s914,t1200,1
GREEN,holiday,Silk Institute,0,s914,t1202,1
GREEN,holiday,Silk Institute,0,s914,t1204,1
GREEN,holiday,Silk Institute,0,s914,t1206,1
GREEN,holiday,Silk Institute,0,s914,t1208,1
GREEN,holiday,Silk Institute,0,s914,t1210,1
GREEN,holiday,Silk Institute,0,s914,t1212,1
GREEN,holiday,Silk Institute,0,s914,t1214,1
GREEN,holiday,Silk Institute,0,s914,t1216,1
GREEN,holiday,Silk Institute,0,s914,t1218,1
GREEN,holiday,Silk Institute,0,s914,t1220,1
GREEN,holiday,Silk Institute,0,s914,t1222,1
GREEN,holiday,Silk Institute,0,s914,t1224,1
GREEN,holiday,Silk Institute,0,s914,t1226,1
GREEN,holiday,Silk Institute,0,s914,t1228,1
GREEN,holiday,Silk Institute,0,s914,t1231,1
GREEN,holiday,Silk Institute,0,s914,t1233,1
GREEN,holiday,Silk Institute,0,s914,t1235,1
GREEN,holiday,Silk Institute,0,s914,t1237,1
GREEN,holiday,Silk Institute,0,s914,t1239,1
GREEN,holiday,Silk Institute,0,s914,t1241,1
GREEN,holiday,Silk Institute,0,s914,t1243,1
GREEN,holiday,Silk Institute,0,s914,t1245,1
GREEN,holiday,Silk Institute,0,s914,t1247,1
GREEN,holiday,Silk Institute,0,s914,t1249,1
GREEN,holiday,Silk Institute,0,s914,t1251,1
GREEN,holiday,Silk Institute,0,s914,t1253,1
GREEN,holiday,Silk Institute,0,s914,t1255,1
GREEN,holiday,Silk Institute,0,s914,t1257,1
GREEN,holiday,Silk Institute,0,s914,t1259,1
GREEN,holiday,Silk Institute,0,s914,t1261,1
GREEN,holiday,Silk Institute,0,s914,t1263,1
GREEN,holiday,Silk Institute,0,s914,t1265,1
GREEN,holiday,Silk Institute,0,s914,t1267,1
GREEN,holiday,Silk Institute,0,s914,t1269,1
GREEN,holiday,Silk Institute,0,s914,t1271,1
GREEN,holiday,Silk Institute,0,s914,t1273,1
GREEN,holiday,Silk Institute,0,s914,t1275,1
GREEN,holiday,Silk Institute,0,s914,t1277,1
GREEN,holiday,Silk Institute,0,s914,t1279,1
GREEN,holiday,Silk Institute,0,s914,t1281,1
GREEN,holiday,Silk Institute,0,s914,t1283,1
GREEN,holiday,Silk Institute,0,s914,t1285,1
GREEN,holiday,Silk Institute,0,s914,t1287,1
GREEN,holiday,Silk Institute,0,s914,t1289,1
GREEN,holiday,Silk Institute,0,s914,t1292,1
GREEN,holiday,Silk Institute,0,s914,t1294,1
GREEN,holiday,Silk Institute,0,s914,t1296,1
GREEN,holiday,Silk Institute,0,s914,t1298,1
GREEN,holiday,Silk Institute,0,s914,t1300,1
GREEN,holiday,Silk Institute,0,s914,t1302,1
GREEN,holiday,Silk Institute,0,s914,t1304,1
GREEN,holiday,Silk Institute,0,s914,t1306,1
GREEN,holiday,Silk Institute,0,s914,t1308,1
GREEN,holiday,Silk Institute,0,s914,t1310,1
GREEN,holiday,Silk Institute,0,s914,t1312,1
GREEN,holiday,Silk Institute,0,s914,t1314,1
GREEN,holiday,Silk Institute,0,s914,t1316,1
GREEN,holiday,Silk Institute,0,s914,t1318,1
GREEN,sunday,Nagasandra,1,s1068,t1001,1
GREEN,sunday,Nagasandra,1,s1068,t1003,1
GREEN,sunday,Nagasandra,1,s1068,t1005,1
GREEN,sunday,Nagasandra,1,s1068,t1007,1
GREEN,sunday,Nagasandra,1,s1068,t1009,1
GREEN,sunday,Nagasandra,1,s1068,t1013,1
GREEN,sunday,Nagasandra,1,s1068,t1015,1
GREEN,sunday,Nagasandra,1,s1068,t1017,1
GREEN,sunday,Nagasandra,1,s1068,t1019,1
GREEN,sunday,Nagasandra,1,s1068,t1021,1
GREEN,sunday,Nagasandra,1,s1068,t1023,1
GREEN,sunday,Nagasandra,1,s1068,t1026,1
GREEN,sunday,Nagasandra,1,s1068,t1028,1
GREEN,sunday,Nagasandra,1,s1068,t1030,1
GREEN,sunday,Nagasandra,1,s1068,t1032,1
GREEN,sunday,Nagasandra,1,s1068,t1034,1
GREEN,sunday,Nagasandra,1,s1068,t1036,1
GREEN,sunday,Nagasandra,1,s1068,t1039,1
GREEN,sunday,Nagasandra,1,s1068,t1041,1
GREEN,sunday,Nagasandra,1,s1068,t1043,1
GREEN,sunday,Nagasandra,1,s1068,t1045,1
GREEN,sunday,Nagasandra,1,s1068,t1047,1
GREEN,sunday,Nagasandra,1,s1068,t1050,1
GREEN,sunday,Nagasandra,1,s1068,t1052,1
GREEN,sunday,Nagasandra,1,s1068,t1054,1
GREEN,sunday,Nagasandra,1,s1068,t1056,1
GREEN,sunday,Nagasandra,1,s1068,t1058,1
GREEN,sunday,Nagasandra,1,s1068,t829,1
GREEN,sunday,Nagasandra,1,s1068,t831,1
GREEN,sunday,Nagasandra,1,s1068,t833,1
GREEN,sunday,Nagasandra,1,s1068,t835,1
GREEN,sunday,Nagasandra,1,s1068,t837,1
GREEN,sunday,Nagasandra,1,s1068,t839,1
GREEN,sunday,Nagasandra,1,s1068,t841,1
GREEN,sunday,Nagasandra,1,s1068,t843,1
GREEN,sunday,Nagasandra,1,s1068,t845,1
GREEN,sunday,Nagasandra,1,s1068,t847,1
GREEN,sunday,Nagasandra,1,s1068,t849,1
GREEN,sunday,Nagasandra,1,s1068,t851,1
GREEN,sunday,Nagasandra,1,s1068,t853,1
GREEN,sunday,Nagasandra,1,s1068,t855,1
GREEN,sunday,Nagasandra,1,s1068,t857,1
GREEN,sunday,Nagasandra,1,s1068,t859,1
GREEN,sunday,Nagasandra,1,s1068,t860,1
GREEN,sunday,Nagasandra,1,s1068,t862,1
GREEN,sunday,Nagasandra,1,s1068,t864,1
GREEN,sunday,Nagasandra,1,s1068,t866,1
GREEN,sunday,Nagasandra,1,s1068,t868,1
GREEN,sunday,Nagasandra,1,s1068,t870,1
GREEN,sunday,Nagasandra,1,s1068,t872,1
GREEN,sunday,Nagasandra,1,s1068,t874,1
GREEN,sunday,Nagasandra,1,s1068,t877,1
GREEN,sunday,Nagasandra,1,s1068,t879,1
GREEN,sunday,Nagasandra,1,s1068,t881,1
GREEN,sunday,Nagasandra,1,s1068,t883,1
GREEN,sunday,Nagasandra,1,s1068,t885,1
GREEN,sunday,Nagasandra,1,s1068,t887,1
GREEN,sunday,Nagasandra,1,s1068,t888,1
GREEN,sunday,Nagasandra,1,s1068,t890,1
GREEN,sunday,Nagasandra,1,s1068,t892,1
GREEN,sunday,Nagasandra,1,s1068,t894,1
GREEN,sunday,Nagasandra,1,s1068,t896,1
GREEN,sunday,Nagasandra,1,s1068,t898,1
GREEN,sunday,Nagasandra,1,s1068,t900,1
GREEN,sunday,Nagasandra,1,s1068,t902,1
GREEN,sunday,Nagasandra,1,s1068,t905,1
GREEN,sunday,Nagasandra,1,s1068,t907,1
GREEN,sunday,Nagasandra,1,s1068,t909,1
GREEN,sunday,Nagasandra,1,s1068,t911,1
GREEN,sunday,Nagasandra,1,s1068,t913,1
GREEN,sunday,Nagasandra,1,s1068,t915,1
GREEN,sunday,Nagasandra,1,s1068,t917,1
GREEN,sunday,Nagasandra,1,s1068,t919,1
GREEN,sunday,Nagasandra,1,s1068,t921,1
GREEN,sunday,Nagasandra,1,s1068,t923,1
GREEN,sunday,Nagasandra,1,s1068,t925,1
GREEN,sunday,Nagasandra,1,s1068,t927,1
GREEN,sunday,Nagasandra,1,s1068,t929,1
GREEN,sunday,Nagasandra,1,s1068,t931,1
GREEN,sunday,Nagasandra,1,s1068,t933,1
GREEN,sunday,Nagasandra,1,s1068,t934,1
GREEN,sunday,Nagasandra,1,s1068,t936,1
GREEN,sunday,Nagasandra,1,s1068,t938,1
GREEN,sunday,Nagasandra,1,s1068,t940,1
GREEN,sunday,Nagasandra,1,s1068,t942,1
GREEN,sunday,Nagasandra,1,s1068,t944,1
GREEN,sunday,Nagasandra,1,s1068,t946,1
GREEN,sunday,Nagasandra,1,s1068,t948,1
GREEN,sunday,Nagasandra,1,s1068,t950,1
GREEN,sunday,Nagasandra,1,s1068,t952,1
GREEN,sunday,Nagasandra,1,s1068,t954,1
GREEN,sunday,Nagasandra,1,s1068,t956,1
GREEN,sunday,Nagasandra,1,s1068,t958,1
GREEN,sunday,Nagasandra,1,s1068,t960,1
GREEN,sunday,Nagasandra,1,s1068,t962,1
GREEN,sunday,Nagasandra,1,s1068,t966,1
GREEN,sunday,Nagasandra,1,s1068,t968,1
GREEN,sunday,Nagasandra,1,s1068,t970,1
GREEN,sunday,Nagasandra,1,s1068,t972,1
GREEN,sunday,Nagasandra,1,s1068,t974,1
GREEN,sunday,Nagasandra,1,s1068,t976,1
GREEN,sunday,Nagasandra,1,s1068,t978,1
GREEN,sunday,Nagasandra,1,s1068,t981,1
GREEN,sunday,Nagasandra,1,s1068,t983,1
GREEN,sunday,Nagasandra,1,s1068,t985,1
GREEN,sunday,Nagasandra,1,s1068,t987,1
GREEN,sunday,Nagasandra,1,s1068,t989,1
GREEN,sunday,Nagasandra,1,s1068,t991,1
GREEN,sunday,Nagasandra,1,s1068,t993,1
GREEN,sunday,Nagasandra,1,s1068,t997,1
GREEN,sunday,Nagasandra,1,s1068,t999,1
GREEN,sunday,Nagasandra,1,s1278,t1011,1
GREEN,sunday,Nagasandra,1,s1278,t1024,1
GREEN,sunday,Nagasandra,1,s1278,t903,1
GREEN,sunday,Nagasandra,1,s1278,t964,1
GREEN,sunday,Nagasandra,1,s1278,t979,1
GREEN,sunday,Nagasandra,1,s1278,t995,1
GREEN,sunday,Nagasandra,1,s1586,t875,1
GREEN,sunday,Silk Institute,0,s828,t828,1
GREEN,sunday,Silk Institute,0,s914,t1000,1
GREEN,sunday,Silk Institute,0,s914,t1002,1
GREEN,sunday,Silk Institute,0,s914,t1004,1
GREEN,sunday,Silk Institute,0,s914,t1006,1
GREEN,sunday,Silk Institute,0,s914,t1008,1
GREEN,sunday,Silk Institute,0,s914,t1010,1
GREEN,sunday,Silk Institute,0,s914,t1012,1
GREEN,sunday,Silk Institute,0,s914,t1014,1
GREEN,sunday,Silk Institute,0,s914,t1016,1
GREEN,sunday,Silk Institute,0,s914,t1018,1
GREEN,sunday,Silk Institute,0,s914,t1020,1
GREEN,sunday,Silk Institute,0,s914,t1022,1
GREEN,sunday,Silk Institute,0,s914,t1025,1
GREEN,sunday,Silk Institute,0,s914,t1027,1
GREEN,sunday,Silk Institute,0,s914,t1029,1
GREEN,sunday,Silk Institute,0,s914,t1031,1
GREEN,sunday,Silk Institute,0,s914,t1033,1
GREEN,sunday,Silk Institute,0,s914,t1035,1
GREEN,sunday,Silk Institute,0,s914,t1038,1
GREEN,sunday,Silk Institute,0,s914,t1040,1
GREEN,sunday,Silk Institute,0,s914,t1042,1
GREEN,sunday,Silk Institute,0,s914,t1044,1
GREEN,sunday,Silk Institute,0,s914,t1046,1
GREEN,sunday,Silk Institute,0,s914,t1048,1
GREEN,sunday,Silk Institute,0,s914,t1049,1
GREEN,sunday,Silk Institute,0,s914,t1051,1
GREEN,sunday,Silk Institute,0,s914,t1053,1
GREEN,sunday,Silk Institute,0,s914,t1055,1
GREEN,sunday,Silk Institute,0,s914,t1057,1
GREEN,sunday,Silk Institute,0,s914,t830,1
GREEN,sunday,Silk Institute,0,s914,t832,1
GREEN,sunday,Silk Institute,0,s914,t834,1
GREEN,sunday,Silk Institute,0,s914,t836,1
GREEN,sunday,Silk Institute,0,s914,t838,1
GREEN,sunday,Silk Institute,0,s914,t840,1
GREEN,sunday,Silk Institute,0,s914,t842,1
GREEN,sunday,Silk Institute,0,s914,t844,1
GREEN,sunday,Silk Institute,0,s914,t846,1
GREEN,sunday,Silk Institute,0,s914,t848,1
GREEN,sunday,Silk Institute,0,s914,t850,1
GREEN,sunday,Silk Institute,0,s914,t852,1
GREEN,sunday,Silk Institute,0,s914,t854,1
GREEN,sunday,Silk Institute,0,s914,t856,1
GREEN,sunday,Silk Institute,0,s914,t858,1
GREEN,sunday,Silk Institute,0,s914,t861,1
GREEN,sunday,Silk Institute,0,s914,t863,1
GREEN,sunday,Silk Institute,0,s914,t865,1
GREEN,sunday,Silk Institute,0,s914,t867,1
GREEN,sunday,Silk Institute,0,s914,t869,1
GREEN,sunday,Silk Institute,0,s914,t871,1
GREEN,sunday,Silk Institute,0,s914,t873,1
GREEN,sunday,Silk Institute,0,s914,t876,1
GREEN,sunday,Silk Institute,0,s914,t878,1
GREEN,sunday,Silk Institute,0,s914,t880,1
GREEN,sunday,Silk Institute,0,s914,t882,1
GREEN,sunday,Silk Institute,0,s914,t884,1
GREEN,sunday,Silk Institute,0,s914,t886,1
GREEN,sunday,Silk Institute,0,s914,t889,1
GREEN,sunday,Silk Institute,0,s914,t891,1
GREEN,sunday,Silk Institute,0,s914,t893,1
GREEN,sunday,Silk Institute,0,s914,t895,1
GREEN,sunday,Silk Institute,0,s914,t897,1
GREEN,sunday,Silk Institute,0,s914,t899,1
GREEN,sunday,Silk Institute,0,s914,t901,1
GREEN,sunday,Silk Institute,0,s914,t904,1
GREEN,sunday,Silk Institute,0,s914,t906,1
GREEN,sunday,Silk Institute,0,s914,t908,1
GREEN,sunday,Silk Institute,0,s914,t910,1
GREEN,sunday,Silk Institute,0,s914,t912,1
GREEN,sunday,Silk Institute,0,s914,t914,1
GREEN,sunday,Silk Institute,0,s914,t916,1
GREEN,sunday,Silk Institute,0,s914,t918,1
GREEN,sunday,Silk Institute,0,s914,t920,1
GREEN,sunday,Silk Institute,0,s914,t922,1
GREEN,sunday,Silk Institute,0,s914,t924,1
GREEN,sunday,Silk Institute,0,s914,t926,1
GREEN,sunday,Silk Institute,0,s914,t928,1
GREEN,sunday,Silk Institute,0,s914,t930,1
GREEN,sunday,Silk Institute,0,s914,t932,1
GREEN,sunday,Silk Institute,0,s914,t935,1
GREEN,sunday,Silk Institute,0,s914,t937,1
GREEN,sunday,Silk Institute,0,s914,t939,1
GREEN,sunday,Silk Institute,0,s914,t941,1
GREEN,sunday,Silk Institute,0,s914,t943,1
GREEN,sunday,Silk Institute,0,s914,t945,1
GREEN,sunday,Silk Institute,0,s914,t947,1
GREEN,sunday,Silk Institute,0,s914,t949,1
GREEN,sunday,Silk Institute,0,s914,t951,1
GREEN,sunday,Silk Institute,0,s914,t953,1
GREEN,sunday,Silk Institute,0,s914,t955,1
GREEN,sunday,Silk Institute,0,s914,t957,1
GREEN,sunday,Silk Institute,0,s914,t959,1
GREEN,sunday,Silk Institute,0,s914,t961,1
GREEN,sunday,Silk Institute,0,s914,t963,1
GREEN,sunday,Silk Institute,0,s914,t965,1
GREEN,sunday,Silk Institute,0,s914,t967,1
GREEN,sunday,Silk Institute,0,s914,t969,1
GREEN,sunday,Silk Institute,0,s914,t971,1
GREEN,sunday,Silk Institute,0,s914,t973,1
GREEN,sunday,Silk Institute,0,s914,t975,1
GREEN,sunday,Silk Institute,0,s914,t977,1
GREEN,sunday,Silk Institute,0,s914,t980,1
GREEN,sunday,Silk Institute,0,s914,t982,1
GREEN,sunday,Silk Institute,0,s914,t984,1
GREEN,sunday,Silk Institute,0,s914,t986,1
GREEN,sunday,Silk Institute,0,s914,t988,1
GREEN,sunday,Silk Institute,0,s914,t990,1
GREEN,sunday,Silk Institute,0,s914,t992,1
GREEN,sunday,Silk Institute,0,s914,t994,1
GREEN,sunday,Silk Institute,0,s914,t996,1
GREEN,sunday,Silk Institute,0,s914,t998,1
GREEN,weekday,Nagasandra,1,s1068,t1321,1
GREEN,weekday,Nagasandra,1,s1068,t1323,1
GREEN,weekday,Nagasandra,1,s1068,t1325,1
GREEN,weekday,Nagasandra,1,s1068,t1327,1
GREEN,weekday,Nagasandra,1,s1068,t1329,1
GREEN,weekday,Nagasandra,1,s1068,t1331,1
GREEN,weekday,Nagasandra,1,s1068,t1335,1
GREEN,weekday,Nagasandra,1,s1068,t1337,1
GREEN,weekday,Nagasandra,1,s1068,t1340,1
GREEN,weekday,Nagasandra,1,s1068,t1342,1
GREEN,weekday,Nagasandra,1,s1068,t1344,1
GREEN,weekday,Nagasandra,1,s1068,t1346,1
GREEN,weekday,Nagasandra,1,s1068,t1348,1
GREEN,weekday,Nagasandra,1,s1068,t1352,1
GREEN,weekday,Nagasandra,1,s1068,t1354,1
GREEN,weekday,Nagasandra,1,s1068,t1358,1
GREEN,weekday,Nagasandra,1,s1068,t1360,1
GREEN,weekday,Nagasandra,1,s1068,t1362,1
GREEN,weekday,Nagasandra,1,s1068,t1364,1
GREEN,weekday,Nagasandra,1,s1068,t1366,1
GREEN,weekday,Nagasandra,1,s1068,t1368,1
GREEN,weekday,Nagasandra,1,s1068,t1371,1
GREEN,weekday,Nagasandra,1,s1068,t1373,1
GREEN,weekday,Nagasandra,1,s1068,t1376,1
GREEN,weekday,Nagasandra,1,s1068,t1378,1
GREEN,weekday,Nagasandra,1,s1068,t1380,1
GREEN,weekday,Nagasandra,1,s1068,t1382,1
GREEN,weekday,Nagasandra,1,s1068,t1384,1
GREEN,weekday,Nagasandra,1,s1068,t1386,1
GREEN,weekday,Nagasandra,1,s1068,t1390,1
GREEN,weekday,Nagasandra,1,s1068,t1392,1
GREEN,weekday,Nagasandra,1,s1068,t1398,1
GREEN,weekday,Nagasandra,1,s1068,t1400,1
GREEN,weekday,Nagasandra,1,s1068,t1402,1
GREEN,weekday,Nagasandra,1,s1068,t1404,1
GREEN,weekday,Nagasandra,1,s1068,t1408,1
GREEN,weekday,Nagasandra,1,s1068,t1410,1
GREEN,weekday,Nagasandra,1,s1068,t1412,1
GREEN,weekday,Nagasandra,1,s1068,t1416,1
GREEN,weekday,Nagasandra,1,s1068,t1418,1
GREEN,weekday,Nagasandra,1,s1068,t1420,1
GREEN,weekday,Nagasandra,1,s1068,t1422,1
GREEN,weekday,Nagasandra,1,s1068,t1424,1
GREEN,weekday,Nagasandra,1,s1068,t1426,1
GREEN,weekday,Nagasandra,1,s1068,t1430,1
GREEN,weekday,Nagasandra,1,s1068,t1432,1
GREEN,weekday,Nagasandra,1,s1068,t1435,1
GREEN,weekday,Nagasandra,1,s1068,t1437,1
GREEN,weekday,Nagasandra,1,s1068,t1439,1
GREEN,weekday,Nagasandra,1,s1068,t1441,1
GREEN,weekday,Nagasandra,1,s1068,t1443,1
GREEN,weekday,Nagasandra,1,s1068,t1445,1
GREEN,weekday,Nagasandra,1,s1068,t1447,1
GREEN,weekday,Nagasandra,1,s1068,t1449,1
GREEN,weekday,Nagasandra,1,s1068,t1451,1
GREEN,weekday,Nagasandra,1,s1068,t1453,1
GREEN,weekday,Nagasandra,1,s1068,t1455,1
GREEN,weekday,Nagasandra,1,s1068,t1457,1
GREEN,weekday,Nagasandra,1,s1068,t1459,1
GREEN,weekday,Nagasandra,1,s1068,t1461,1
GREEN,weekday,Nagasandra,1,s1068,t1463,1
GREEN,weekday,Nagasandra,1,s1068,t1465,1
GREEN,weekday,Nagasandra,1,s1068,t1467,1
GREEN,weekday,Nagasandra,1,s1068,t1471,1
GREEN,weekday,Nagasandra,1,s1068,t1473,1
GREEN,weekday,Nagasandra,1,s1068,t1475,1
GREEN,weekday,Nagasandra,1,s1068,t1477,1
GREEN,weekday,Nagasandra,1,s1068,t1479,1
GREEN,weekday,Nagasandra,1,s1068,t1481,1
GREEN,weekday,Nagasandra,1,s1068,t1483,1
GREEN,weekday,Nagasandra,1,s1068,t1485,1
GREEN,weekday,Nagasandra,1,s1068,t1487,1
GREEN,weekday,Nagasandra,1,s1068,t1489,1
GREEN,weekday,Nagasandra,1,s1068,t1491,1
GREEN,weekday,Nagasandra,1,s1068,t1493,1
GREEN,weekday,Nagasandra,1,s1068,t1495,1
GREEN,weekday,Nagasandra,1,s1068,t1499,1
GREEN,weekday,Nagasandra,1,s1068,t1507,1
GREEN,weekday,Nagasandra,1,s1068,t1509,1
GREEN,weekday,Nagasandra,1,s1068,t1511,1
GREEN,weekday,Nagasandra,1,s1068,t1525,1
GREEN,weekday,Nagasandra,1,s1068,t1527,1
GREEN,weekday,Nagasandra,1,s1068,t1529,1
GREEN,weekday,Nagasandra,1,s1068,t1531,1
GREEN,weekday,Nagasandra,1,s1068,t1535,1
GREEN,weekday,Nagasandra,1,s1068,t1541,1
GREEN,weekday,Nagasandra,1,s1068,t1543,1
GREEN,weekday,Nagasandra,1,s1068,t1545,1
GREEN,weekday,Nagasandra,1,s1068,t1547,1
GREEN,weekday,Nagasandra,1,s1068,t1551,1
GREEN,weekday,Nagasandra,1,s1068,t1558,1
GREEN,weekday,Nagasandra,1,s1068,t1560,1
GREEN,weekday,Nagasandra,1,s1068,t1562,1
GREEN,weekday,Nagasandra,1,s1068,t1564,1
GREEN,weekday,Nagasandra,1,s1068,t1566,1
GREEN,weekday,Nagasandra,1,s1068,t1568,1
GREEN,weekday,Nagasandra,1,s1068,t1574,1
GREEN,weekday,Nagasandra,1,s1068,t1576,1
GREEN,weekday,Nagasandra,1,s1068,t1578,1
GREEN,weekday,Nagasandra,1,s1068,t1580,1
GREEN,weekday,Nagasandra,1,s1068,t1582,1
GREEN,weekday,Nagasandra,1,s1068,t1584,1
GREEN,weekday,Nagasandra,1,s1068,t1598,1
GREEN,weekday,Nagasandra,1,s1068,t1600,1
GREEN,weekday,Nagasandra,1,s1068,t1602,1
GREEN,weekday,Nagasandra,1,s1068,t1606,1
GREEN,weekday,Nagasandra,1,s1068,t1608,1
GREEN,weekday,Nagasandra,1,s1068,t1610,1
GREEN,weekday,Nagasandra,1,s1068,t1616,1
GREEN,weekday,Nagasandra,1,s1068,t1618,1
GREEN,weekday,Nagasandra,1,s1068,t1623,1
GREEN,weekday,Nagasandra,1,s1068,t1630,1
GREEN,weekday,Nagasandra,1,s1068,t1632,1
GREEN,weekday,Nagasandra,1,s1068,t1634,1
GREEN,weekday,Nagasandra,1,s1068,t1638,1
GREEN,weekday,Nagasandra,1,s1356,t1356,1
GREEN,weekday,Nagasandra,1,s1586,t1333,1
GREEN,weekday,Nagasandra,1,s1586,t1338,1
GREEN,weekday,Nagasandra,1,s1586,t1350,1
GREEN,weekday,Nagasandra,1,s1586,t1388,1
GREEN,weekday,Nagasandra,1,s1586,t1394,1
GREEN,weekday,Nagasandra,1,s1586,t1396,1
GREEN,weekday,Nagasandra,1,s1586,t1406,1
