route_long_name,route_short_name,agency_id,route_desc,route_type,route_id
Hesaraghatta → Puttenahalli (HSG-PTH),405,BMTC,"Via Yalahanka Satellite Town, Atturu Layout Vegetable Market, Dodda Byalakere",3,13204
Hesaraghatta → Shivajinagara Bus Station (HGT-SBS),253-S,BMTC,"Via Yeshawanthapura Bus Station, Mekhri Circle, Chikka Banavara",3,13279
Hesaraghatta → Shivajinagara Bus Station (HGV-SBS),266,BMTC,"Via Byatha, Shivakote",3,12850
Hesaraghatta → Shivajinagara Bus Station (HSG-SBS),253,BMTC,HSG-SBS,3,11404
Hesaraghatta → Shivajinagara Bus Station (HSG-SBS),267,BMTC,"Via Gangamma Circle, Dodda Bettahalli, Mekhri Circle",3,13200
Hesaraghatta → Shivajinagara Bus Station (HSG-SBS),267-A,BMTC,"Via Yeshawanthapura Tollgate, Ivarukandapura, Mekhri Circle, Shivakote, Gangamma Circle",3,13327
Hesaraghatta → Yeshawanthapura Bus Station (HGV-YTTMC),MF-253HE,BMTC,"Via Jalahalli Cross, Bagalagunte",3,9328
Hongasandra MICO Layout → KR Market (Kalasipalya) (HMCLO-KMT),343-H,BMTC,"Via Lalbagh Main Gate, Madivala, Bommanahalli",3,6217
Hongasandra MICO Layout → Kempegowda Bus Station (HGSML-KBS),343-L,BMTC,Via Bommanahalli,3,1988
Honnasandra → KR Market (HSDR-KMT),255-J,BMTC,"Via 8th Mile Dasarahalli, Yeshawanthapura Bus Station, Madanayakanahalli",3,4806
Hoodi Metro Station → Depot-24 Gate (HODMS-D24G),MF-9,BMTC,"Via Devasandra, Hoodi, Ayyappa Nagara Muneshwara Temple Sadaramangala",3,12754
Hoodi Metro Station → Krishnaraja Pura Govt Hospital (HODMS-KRPGH),MF-9,BMTC,"Via Devasandra, Hoodi, Ayyappa Nagara Muneshwara Temple Sadaramangala",3,12393
Hoovinayakanahalli → KR Market (HNH-KMT),289-C,BMTC,"Via RM Guttahalli, Kempegowda Bus Station, Hebbala, Dwaraka Nagara, Bagalur, Yelahanka Santhe Circle",3,9280
Hoovinayakanahalli → Yelahanka Old Town (HNH-YHK),289-CA,BMTC,Via Bagalur,3,8351
Horamavu Agara → KR Market (HRA-KMT),302-G,BMTC,"Via ITC Factory, Babusabpalya, Horamavu",3,5259
Hosa Road → Varthur Kodi (HSRD-VRTK),505,BMTC,"Via Kasavanahalli, Gunjuru, Doddakannalli, Bengaluru Central Jail",3,13344
Hosahalli Kodagalahatti → KR Market (HSHK-KMT),282-A,BMTC,"Via RM Guttahalli, Kodagalahatti, Kempegowda Bus Station, Venkatala",3,6705
Hosahalli Kodagalahatti → Kempegowda Bus Station (HSHK-KBS),282-A,BMTC,"Via RM Guttahalli, Kodagalahatti, Kempegowda Bus Station, Venkatala",3,6708
Hosahalli Kodagalahatti → Shivajinagara Bus Station (HSH-SBS),290-T,BMTC,"Via Coles Park, Vidhana Soudha Karnataka High Court, Nagawara Junction",3,8016
Hosakerehalli Petrol Bunk → Shanthinagara Bus Station (HSKPB-SNBS),SNBS-HSKPB,BMTC,Via North Road,3,13440
Hosakote Bus Stand (Old) → 5th Phase Yelahanka New Town (HSK-YSTF),280-F,BMTC,"Via Rampura, Kogilu, Bellahalli",3,2461
Hosakote Bus Stand (Old) → 5th Phase Yelahanka New Town (HSK-YSTF),289-LA,BMTC,"Via Kogilu, Bagalur, Bellahalli, Mahadeva Kodigehalli",3,11259
Hosakote Bus Stand (Old) → Anekal (HSK-ANK),399-F,BMTC,"Via Haldenahalli, Attibele, Besthamanahalli, Gunjuru, Sarjapura, Hope Farm, Dommasandra",3,6892
Hosakote Bus Stand (Old) → Attibele Bus Stand (HSK-ATB),328-H,BMTC,"Via Sarjapura, Kadugodi Bridge, Dommasandra",3,3053
Hosakote Bus Stand (Old) → Attibele Bus Stand (HSK-ATB),V-328H,BMTC,"Via Kadugodi Bus Station, Varthuru, Sarjapura, Exide Gate",3,12237
Hosakote Bus Stand (Old) → BEML Gate (HSK-BEML),317,BMTC,HSK-BEML,3,7539
Hosakote Bus Stand (Old) → Bylanarasapura (HSK-BYP),380-P,BMTC,"Via Halappanahalli, Sulibele, Nandagudi, Bendiganahalli, Muddanahalli Gate",3,13197
Hosakote Bus Stand (Old) → Central Silk Board (HSK-CSB),500-F,BMTC,"Via Marathahalli Bridge, Graphite India",3,10824
Hosakote Bus Stand (Old) → Chandapura (HSK-CDP),399-A,BMTC,"Via Gunjuru, Hope Farm, Muttanalluru Gate, Dommasandra Circle",3,6806
Hosakote Bus Stand (Old) → Chikka Thirupathi (HSK-CTP),328-H,BMTC,"Via Sarjapura, Kadugodi Bridge, Dommasandra",3,11714
Hosakote Bus Stand (Old) → Chikka Thirupathi (HSK-CTP),390,BMTC,"Via Hosakote Kodi, Hope Farm, Dodda Dunnasandra, Kalkunte Agrahara",3,6737
Hosakote Bus Stand (Old) → Depot-24 Gate (HSK-D24G),317,BMTC,HSK-D24G,3,5156
Hosakote Bus Stand (Old) → Depot-27 Gate (HSK-D27G),398-H,BMTC,"Via Gunjuru, Hosakote Kodi, Sarjapura, Attibele Bus Stand, Chandapura, Kadugodi Bridge",3,12329
Hosakote Bus Stand (Old) → Depot-27 Gate (HSK-D27G),399-F,BMTC,"Via Haldenahalli, Attibele, Besthamanahalli, Gunjuru, Sarjapura, Hope Farm, Dommasandra",3,11262
Hosakote Bus Stand (Old) → Depot-39 Hoskote (HSK-D39),D39-HSK,BMTC,Via nan,3,3012
Hosakote Bus Stand (Old) → Depot-39 Hoskote (HSK-D39G),D39G-HSK,BMTC,Via Hosakote High School,3,10122
Hosakote Bus Stand (Old) → Depot-41 Gate (HSK-D41G),328-H,BMTC,"Via Sarjapura, Kadugodi Bridge, Dommasandra",3,3062
Hosakote Bus Stand (Old) → Depot-42 Gate  Arrival (HSK-D42G),328-H,BMTC,"Via Sarjapura, Kadugodi Bridge, Dommasandra",3,12841
Hosakote Bus Stand (Old) → Depot-45 Gate (HSK-D45G),508,BMTC,"Via Ramamurthy Nagara Alada Mara, Hebbala Bridge, Budigere Cross, BEL Circle",3,7909
Hosakote Bus Stand (Old) → Devanahalli New Bus Station (HSK-DVH),289-Y,BMTC,"Via Budigere Cross, Bettakote, Bychapura, Hosakote High School, Budigere",3,7051
Hosakote Bus Stand (Old) → Devanahalli New Bus Station (HSK-DVH),298-P,BMTC,"Via Hasigaala, Sulibele, Lakkondahalli Gate",3,2095
Hosakote Bus Stand (Old) → Devanahalli Old Bus Stand (HSK-DVH),298-P,BMTC,"Via Hasigaala, Sulibele, Lakkondahalli Gate",3,9687
Hosakote Bus Stand (Old) → Dr BR Ambedkar Bus Terminal (Domlur) (HSK-DBS),334-E,BMTC,"Via Siddapura, Bellathur, HAL Main Gate",3,3035
Hosakote Bus Stand (Old) → Electronic City (HSK-ELC),399,BMTC,"Via Hosakote Kodi, Kadugodi Bridge, Varthur kodi, Muttanalluru Gate, Dommasandra Circle",3,6290
Hosakote Bus Stand (Old) → Goraguntepalya (HSK-GGP),500-HG,BMTC,"Via Bhattarahalli, Hebbala Bridge, Alisda, Tin Factory, Kalyananagara",3,5211
Hosakote Bus Stand (Old) → Hebbala Bridge (HSK-HBLB),500-HK,BMTC,"Via Katamanallur Gate, Nagawara Junction, Tin Factory, Bhattarahalli, Cheemasandra Gate",3,5226
Hosakote Bus Stand (Old) → Hebbala Bridge (HSK-HBLB),V-500HK,BMTC,"Via Nagawara Junction, KR Pura Market, Tin Factory, Kalyananagara",3,12653
Hosakote Bus Stand (Old) → Jigani APC Circle (HSK-JGIACP),398-H,BMTC,"Via Gunjuru, Hosakote Kodi, Sarjapura, Attibele Bus Stand, Chandapura, Kadugodi Bridge",3,6798
Hosakote Bus Stand (Old) → KR Market (HSK-KMT),326-E,BMTC,"Via Hope Farm, Marathahalli Bridge, Varthur kodi, Katamanallur Gate",3,3033
Hosakote Bus Stand (Old) → KR Market (HSK-KMT),MKT-12HK,BMTC,"Via Halasuru, KR Pura Market, Avalahalli Hosakote",3,3924
Hosakote Bus Stand (Old) → Kempegowda Bus Station (HSK-KBS),KBS-12HK,BMTC,"Via Mayohall, Tin Factory, Budigere Cross",3,3010
Hosakote Bus Stand (Old) → Kempegowda Bus Station (HSK-KBS),V-317A,BMTC,"Via Richmond Circle, Tin Factory, Avalahalli Hosakote, Halasuru",3,4040
Hosakote Bus Stand (Old) → Krishnaraja Pura Govt Hospital (HSK-KRPGH),KRPGH-HSK,BMTC,Via Budigere Cross,3,13551
Hosakote Bus Stand (Old) → Marathahalli Bridge (HSK-MRBH),334-EH,BMTC,"Via Siddapura, Hope Farm, Varthur Kodi",3,7607
Hosakote Bus Stand (Old) → Peenya 2nd Stage (HSK-GGP-PSS),508,BMTC,"Via Ramamurthy Nagara Alada Mara, Hebbala Bridge, Budigere Cross, BEL Circle",3,13860
Hosakote Bus Stand (Old) → Puttenahalli (HSK-PTH),280-F,BMTC,"Via Rampura, Kogilu, Bellahalli",3,4792
Hosakote Bus Stand (Old) → Puttenahalli (HSK-PTH),289-F,BMTC,"Via Kattigenahalli Cross, Sathanur, Mandur, Budigere",3,4801
Hosakote Bus Stand (Old) → Sarjapura (HSK-SJP),12F-5,BMTC,"Via Khaji Sonnenahalli Gate, Hope Farm, Gunjuru, Dommasandra",3,3056
Hosakote Bus Stand (Old) → Shivajinagara Bus Station (HSK-SBS),301-D,BMTC,"Via Avalahalli Hosakote, Rampura, ITC Factory, Horamavu",3,5127
Hosakote Bus Stand (Old) → Shivajinagara Bus Station (HSK-SBS),317-G,BMTC,"Via KR Pura Market, Halasuru, Budigere Cross",3,3998
Hosakote Bus Stand (Old) → Vijayapura Bus Stand Jangamakote (HSK-VJP),298-PA,BMTC,"Via Dharmapura Gate, I Basapura, Sulibele",3,6867
Hosakote Bus Stand (Old) → Vijayapura Bus Stand Jangamakote (HSK-VJP),381-C,BMTC,"Via Bendiganahalli Cross, Yanagunte, Jangamakote",3,6022
Hosakote Bus Stand (Old) → Yelahanka Old Town (HSK-YHKOT),280-F,BMTC,"Via Rampura, Kogilu, Bellahalli",3,2458
Hosakote Bus Stand (Old) → Yelahanka Old Town (HSK-YLKOT),289-F,BMTC,"Via Kattigenahalli Cross, Sathanur, Mandur, Budigere",3,4797
Hosakote Bus Stand (Old) → Yelahanka Satellite Town (HSK-YST),289-F,BMTC,"Via Kattigenahalli Cross, Sathanur, Mandur, Budigere",3,13727
Hosakote Bus Stand (Old) → Yeshawanthapura Bus Station (HSK-YTTMC),508,BMTC,"Via Ramamurthy Nagara Alada Mara, Hebbala Bridge, Budigere Cross, BEL Circle",3,9207
Hosakote Bus Station (TTMC) → Depot-39 Hoskote (HSKTTMC-D39),D39-HSKTTMC,BMTC,Via Hosakote K E B Circle,3,5953
Hosakote Govt Hospital → Shivajinagara Bus Station (HGH-SBS),334-EA,BMTC,"Via Katamanallur Gate, Marathahalli Bridge, Hope Farm, Domlur",3,4728
Hosakote K E B Circle → KR Market (HSKKEB-KMT),305-J-HSK,BMTC,HSKKEB-KMT,3,10300
Hosapalya Kudlu Gate → Kempegowda Bus Station (HKG-KBS),347-L,BMTC,"Via Wilson Garden Police Station, Bommanahalli, Madivala",3,6625
Hosapalya Kudlu Gate → Kempegowda Bus Station (HSPK-KBS),348,BMTC,"Via Madivala, Wilson Garden Police Station, Central Silk Board",3,6654
Hosapalya Kudlu Gate → Kempegowda Bus Station (HSPKG-KBS),348-G,BMTC,Via Bommanahalli,3,1990
Hoskerehalli Kerekodi → Kempegowda Bus Station (MNKK-KBS),43-C,BMTC,"Via Ramakrishna Ashrama, PES College, Bank Colony",3,4282
Hoskerehalli → Deepanjalinagara (HKH-DPJN),HKH-DPJN,BMTC,Via Nayandahalli,3,5465
Hoskerehalli → Kempegowda Bus Station (HSKH-KBS),43-B,BMTC,"Via Seetha Circle, Nirmala Store, KR Market",3,3874
Hoskerehalli → Poornaprajna Layout (HKH-PPLO),PPLO-HKH,BMTC,"Via Ittamadu, AGS Layout Cross",3,5781
Hoskerehalli → Shivajinagara Bus Station (HSKH-SBS),13-J,BMTC,"Via Shanthinagara Bus Station, Jayanagara Bus Station, Monotype Corporation, Banashankari Bus Station",3,2870
Hoysala Nagara → Bayyappanahalli Metro Station  Back Gate (HYN-BMS),MF-7,BMTC,"Via B Channasandra Bridge(Ramamurthy Nagara Ring Road), Kalkere, Jayanthinagara",3,7694
Hulimangala Hosakote → KR Market (HMHSK-KMT),306-MH,BMTC,"Via Dodda Dunnasandra, Hoodi, Lakkur, Halasuru",3,4423
Hulimangala → Electronic City (HLM-ELC),HLM-DTR-ELC,BMTC,Via Dodda Thoguru,3,6406
Hulimangala → Jayanagara Bus Station (HLM-JBS),369-J-EAST,BMTC,HLM-JBS,3,8282
Hulimangala → KR Market (Kalasipalya) (HLM-KMT),345,BMTC,"Via Madivala, Bommanahalli, Beguru",3,6314
Hulimangala → KR Market (Kalasipalya) (HLM-KMT),345-A,BMTC,"Via Beguru, Bommanahalli",3,6397
Hulimangala → KR Market (Kalasipalya) (HLM-KMT),346-K,BMTC,"Via Madivala, Electronic City, Bommanahalli",3,6536
Hulimavu → Depot-34 Gate (HLMV-D34),D34G-HLMV,BMTC,Via nan,3,8302
Hulimavu → KR Market (Kalasipalya) (HLMV-KMT),369,BMTC,"Via Jayanagara Bus Station, Vijaya College, Bilekahalli",3,7056
Hulimavu → Kempegowda Bus Station (HLM-KBS),369-C,BMTC,"Via Bilekahalli, Hulimavu Gate, Shanthinagara Bus Station",3,6975
Hullahalli Village → KR Market (Kalasipalya) (HLH-KMT),343-A,BMTC,"Via Beguru, Bommanahalli, Wilson Garden Police Station, Madivala",3,6196
Hullahalli Village → Kempegowda Bus Station (HLH-KBS),343-A,BMTC,"Via Beguru, Bommanahalli, Wilson Garden Police Station, Madivala",3,6187
Hullahalli Village → Koramangala Bus Station (HLH-KRMTMC),343-A,BMTC,"Via Beguru, Bommanahalli, Wilson Garden Police Station, Madivala",3,6198
Huluvenahalli → KR Market (Kalasipalya) (HLVH-KMT),227-E,BMTC,"Via Kengeri Bus Station, Ramohalli",3,2340
Huluvenahalli → KR Market (Kalasipalya) (HLVH-KMT),242-P,BMTC,"Via Tavarekere, 1st Cross Magadi Road",3,4966
Hunasemaradapalya → Kempegowda Bus Station (HMP-KBS),221-F,BMTC,Via Kengeri Bus Station,3,1964
Hunasenahalli → Kempegowda Bus Station (HSH-KBS),383-D,BMTC,"Via Vagata, Jinnagara, Halasuru, Hosakote High School, KR Pura Market",3,6734
Hunasuru → Depot-48 Gate (HNR-D48G),293-F-HNS,BMTC,HNR-D48G,3,8892
Hunasuru → KR Market (HNR-KMT),293-F,BMTC,"Via Mylanahalli, Coles Park, MG Statue (Chinnaswamy Stadium), Byrathi Bande",3,8890
Hunasuru → KR Market (HNS-KMT),316-D,BMTC,"Via Budigere, Tin Factory, B Marenahalli",3,13403
Hunasuru → Kempegowda Bus Station (HNS-KBS),293-S,BMTC,"Via Hosuru Bande, Byrathi Bande, Hennur Cross, Lingarajapura Bridge, Cunningham Road",3,9409
Hunasuru → Puttenahalli (HNS-PTH),401-J,BMTC,"Via Yelahanka Satellite Town, Mathikere, MS Palya, NES Office, Hunasamaranahalli, Muthukadahalli",3,6653
Hunasuru → Shivajinagara Bus Station (HNS-SBS),293-Q,BMTC,"Via Bagalur, Vidhana Soudha Karnataka High Court, Coles Park, Kothanuru, Lingarajapura",3,9390
Hunasuru → Yelahanka Old Town (HNS-YHKOT),289-P,BMTC,"Via Mylanahalli, Venkatala, Bagalur",3,6851
Hunasuru → Yeshawanthapura Bus Station (HNS-YTTMC),401-J,BMTC,"Via Yelahanka Satellite Town, Mathikere, MS Palya, NES Office, Hunasamaranahalli, Muthukadahalli",3,5751
Hunnigere → KR Market (HNG-KMT),258-Q,BMTC,"Via Nelamangala Bus Station, Byregowdanahalli3, Malleshwara Circle, Yeshawanthapura Bus Station",3,3603
Hunnigere → KR Market (Kalasipalya) (HNGR-KMT),227-P,BMTC,"Via Ramohalli, Kengeri Bus Station",3,2367
Hunnigere → Kempegowda Bus Station (HNG-KBS),242-T,BMTC,"Via Sunkadakatte, Tavarekere, Sujatha Talkies",3,5355
Hunnigere → Kempegowda Bus Station (HNGR-KBS),227-P-HNG,BMTC,HNGR-KBS,3,2401
Huralagere → KR Market (HLG-KMT),306-A,BMTC,"Via Devanagondi, Hope Farm, Halasuru",3,10958
Huskur Village → Dasanapura (HKV-DSP),255-A,BMTC,"Via Madanayakanahalli, Yeshawanthapura Bus Station, 8th Mile Dasarahalli",3,5867
Huskur Village → KR Market (HKR-KMT),255-A,BMTC,"Via Madanayakanahalli, Yeshawanthapura Bus Station, 8th Mile Dasarahalli",3,4790
Huskur Village → Kempegowda Bus Station (HSKR-KBS),255-D,BMTC,"Via Yeshawanthapura Bus Station, Chikka Banavara, 8th Mile Dasarahalli",3,4794
Huskur → Banashankari Bus Station (HSKR-BSK),600-CH,BMTC,"Via Central Silk Board, Electronic City",3,3174
Huskur → Jigani APC Circle (HKR-JAPC),353-B,BMTC,"Via Madapatna, Ramakrishnapura Gate",3,9251
Huskur → KR Market (Kalasipalya) (HKR-KMT),340-J,BMTC,"Via Lalbagh Main Gate, Doddakannalli, Agara Junction, Koramangala 1st Block",3,5786
Huskur → KR Market (Kalasipalya) (HSK-KMT),349-D,BMTC,"Via Madivala, Bengaluru Dairy Circle, Konappana Agarhara",3,9661
Huskur → KR Market (Kalasipalya) (HSKR-KMT),349,BMTC,"Via Electronic City, Bommanahalli, Madivala, Lalbagh Main Gate",3,4930
Huskur → Kempegowda Bus Station (HSKR-KBS),349-C,BMTC,"Via Corporation, Electronic City",3,2596
Huskur → Shivajinagara Bus Station (HSKR-SBS),349-K,BMTC,"Via Mayohall, Electronic City, Singasandra, Madivala",3,9694
I Basapura → KR Market (IBS-KMT),KMT-IBS,BMTC,"Via Theneyuru, Hosakote Bus Stand (Old), Tin Factory, Halasuru, Sulibele",3,13122
IGNOU Singena Agrahara → KR Market (Kalasipalya) (IGNOUS-KMT),349-J,BMTC,"Via Hosa Road, Huskur, Madivala",3,13483
IGNOU Singena Agrahara → KR Market (Kalasipalya) (IGNOUS-KMT),351-H,BMTC,"Via Chandapura, Madivala",3,13476
ISKCON Temple Maruthinagara → Kempegowda Bus Station (ITM-KBS),210-AA,BMTC,"Via KR Market, MM Industries, Banashankari Bus Station",3,13906
ISRO Layout → Chandapura (ISRLO-CPR),600-G,BMTC,"Via Kumaraswamy Layout, Banashankari Bus Station, Kuvempunagara Bus Station(BTM Layout), Electronic City",3,6702
ISRO Layout → Hebbala Bridge (ISROL-HBLB),412-H,BMTC,"Via Kammanahalli, Jai Bharath Nagara, Military Bridge, Nagawara Junction",3,6106
ISRO Layout → Kempegowda Bus Station (ISROL-KBS),210-A.,BMTC,"Via KR Market, MM Industries",3,1763
ISRO Layout → Kempegowda Bus Station (ISROL-KBS),210-AA.,BMTC,"Via Banashankari, KR Market, MM Industries",3,3218
ISRO Layout → Sanjay Gandhi Hospital (ISROL-SGH),13-C,BMTC,"Via Shanthinagara Bus Station, Jayanagara Bus Station, Banashankari Bus Station",3,2853
ISRO Quarters Jalahalli → Depot-9 (ISROJ-D9),D9-SRS-ISRQ,BMTC,Via SRS Peenya,3,11824
ISRO Quarters Jalahalli → Peenya 2nd Stage (ISROQ-PSS),PSS-ISROQJ,BMTC,Via Jalahalli Cross,3,7298
ITI Layout → Kempegowda Bus Station (ITILO-KBS),238-Y,BMTC,"Via Moodalapalya, Ambedkar Institute of Technology, 1st Cross Magadi Road",3,3299
ITPL Metro Station → ITPL Metro Station (ITPLMS-ITPLMS),MF-1G,BMTC,"Via Nagondanahalli, Channasandra",3,11996
ITPL Metro Station → ITPL Metro Station (ITPLMS-ITPLMS),MF-1GA,BMTC,"Via Immadihalli, White Field Post Office",3,11997
ITPL Metro Station → White Field Bus Station (Vydehi Hospital) (ITPLMS-WTTMC),MF-1G,BMTC,"Via Nagondanahalli, Channasandra",3,12000
ITPL Metro Station → White Field Bus Station (Vydehi Hospital) (ITPLMS-WTTMC),MF-1GA,BMTC,"Via Immadihalli, White Field Post Office",3,12004
ITPL → Banashankari Bus Station (ITPL-BSK),500-CA,BMTC,"Via Marathahalli Bridge, Central Silk Board, Graphite India",3,4459
ITPL → Banashankari Bus Station (ITPL-BSK),V-500CA,BMTC,"Via Marathahalli Bridge, Agara Junction, Graphite India",3,2982
ITPL → Girinagara Extension (ITPL-GNE),500-CK,BMTC,"Via Kuvempunagara ( BTM Layout), Graphite India, Marathahalli Bridge",3,5075
ITPL → Vijayanagara (ITPL-VJN),V-500K,BMTC,"Via Banashankari Bus Station, Marathahalli Bridge",3,3770
Ilyas Nagara Junction → Shivajinagara Bus Station (EYN-SBS),29-E,BMTC,"Via Wilson Garden Police Station, JP Nagara 6th Phase, Jayanagara 5th Block",3,8145
Immadihalli → Kempegowda Bus Station (IMDH-KBS),320-A,BMTC,"Via Hoodi, Tin Factory, Halasuru",3,10455
Immadihalli → Shivajinagara Bus Station (IMDH-SBS),320,BMTC,Via Hoodi,3,2167
Indian Express → Nandini Layout Bus Stand (IXP-NLO),80-A,BMTC,"Via Sujatha Talkies, 1st Block Rajajinagara",3,9237
Indian Express → Peenya 2nd stage (IXP-PSS),252-F,BMTC,"Via Sujatha Talkies, ESI Hospital Rajajinagara, Kanteerava Studio, Mahalakshmi Layout",3,9238
Indluvadi → KR Market (Kalasipalya) (IDV-KMT),372,BMTC,"Via Bannerughatta Circle, Bengaluru Dairy Circle, Jigani Bus Stand",3,4555
Indo Dyanish Farm → KR Market (IDF-KMT),266,BMTC,"Via Byatha, Shivakote",3,6779
Indo Dyanish Farm → KR Market (Kalasipalya) (IDFM-KMT),253,BMTC,"Via Jalahalli Cross, Chikka Banavara, Yeshawanthapura Bus Station",3,5217
Indo Dyanish Farm → Kempegowda Bus Station (IDFH-KBS),253,BMTC,"Via Jalahalli Cross, Chikka Banavara, Yeshawanthapura Bus Station",3,6055
Indrasanahalli → Kempegowda Bus Station (ISNH-KBS),297-A,BMTC,"Via Venkatala, Hebbala, Chikkajala, GKVK GATE, Nagamangala",3,6956
JC Nagara Kurubarahalli → Yeshawanthapura Bus Station (JCNK-YTTMC),89-D-JCN,BMTC,JCNK-YTTMC,3,9367
JC Nagara → Kempegowda Bus Station (JNC-KBS),89-D,BMTC,Via Harishchandra Ghat,3,1869
JC Nagara → Summanahalli (JCN-SMH),89-D,BMTC,Via Harishchandra Ghat,3,1902
JHBCS Layout → Sultan palya (JHBCSL-STP),13-S,BMTC,"Via Shivajinagara Bus Station, Matadahalli, Shanthinagara Bus Station",3,2880
JK Basavanna Nagara → Depot-45 Gate (JKBN-D45),266-R,BMTC,Via Mathikere,3,12402
JK Basavanna Nagara → Kempegowda Bus Station (JKBN-KBS),266-R,BMTC,Via Mathikere,3,12403
JP Nagara 1st Phase → Kempegowda Bus Station (JPN1-KBS),2-A,BMTC,"Via JP Nagara 24th Main 9th Cross, Jayanagara Bus Station, Lalbagh Main Gate",3,6466
JP Nagara 6th Phase → Depot-34 Gate (JPN6-D34),215-H,BMTC,"Via RBI Layout, Jayanagara Bus Station, Vijaya College",3,5255
JP Nagara 6th Phase → Kempegowda Bus Station (JPN6-KBS),2,BMTC,"Via Jayanagara Bus Station, Lalbagh Main Gate, 5th Block Jayanagara",3,3136
JP Nagara 6th Phase → Kempegowda Bus Station (JPN6-KBS),2-E,BMTC,"Via JP Nagara 15th Cross 1, Lalbagh Main Gate",3,4017
JP Nagara Metro Station → Jambu Savari Dinne (JPMS-JSD),MF-15A,BMTC,"Via Brigade Millenium, JP Nagara 6th Phase",3,13378
Jagajeevanram Nagara → Deepanjalinagara (JJN-DPJN),DPJN-JJN,BMTC,Via Bapujinagara,3,2914
Jagajeevanram Nagara → Deepanjalinagara (JJN-DPN),59,BMTC,JJN-DPN,3,11890
Jagajeevanram Nagara → Govindapura (JJN-GVP),291-R,BMTC,"Via KR Market, Corporation, Coles Park",3,8098
Jagajeevanram Nagara → Kalyananagara (JJN-KLN),TR-4,BMTC,"Via Shivajinagara Bus Station, KR Market, Coles Park",3,13289
Jagajeevanram Nagara → Kaval Byrasandra (JJN-KVBS),111-E,BMTC,"Via Telephone Exchange AGO/VSD, KR Market, Ganesha Temple Vasanthanagara, RT Nagara Police Station, Sirsi Circle",3,6172
Jagajeevanram Nagara → Nagavara (JJRN-NGV),TR-4,BMTC,"Via Shivajinagara Bus Station, KR Market, Coles Park",3,5108
Jagajeevanram Nagara → Neelasandra Bus Stand (JJN-NLS),143-A,BMTC,"Via KR Market, Nanjappa Circle",3,2911
Jagajeevanram Nagara → RK Hegde Nagara (JJRN-RKHN),TR-4A,BMTC,"Via KR Market, Nagavara, Shivajinagara Bus Station",3,5124
Jagajeevanram Nagara → Shivajinagara Bus Station (JJN-SBS),155,BMTC,"Via KR Market, MG Statue (Chinnaswamy Stadium)",3,2948
Jai Bheema Nagara → KR Market (Kalasipalya) (JBN KMT),168-A,BMTC,"Via Shanthinagara Bus Station, Lakkasandra, Lalbagh Main Gate",3,3823
Jai Bheema Nagara → Vijayanagara Garage (JBN-VTTMC),60-L,BMTC,"Via Jayanagara 4th Block, Sirsi Circle, Ramakrishna Ashrama",3,5311
Jai Bhuvaneshwari Nagara → Kempegowda Bus Station (JBN-KBS),80-F,BMTC,"Via Sujatha Talkies, Mahalakshmi Layout",3,9208
Jai Bhuvaneshwari Nagara → Shivajinagara Bus Station (JBN-SBS),79-F,BMTC,"Via Mahalakshmi Layout, Raj Bhavan, Harishchandra Ghat",3,9291
Jai Bhuvaneshwari Nagara → Yeshawanthapura Bus Station (JBN-YTTMC),80-F,BMTC,"Via Sujatha Talkies, Mahalakshmi Layout",3,9218
Jai Maruthi Nagara → Depot-31 Gate (JMN-D31G),D31G-JMN,BMTC,"Via Lurdubayi Samudaya Bhavana, Kanteerava Studio",3,6717
Jai Maruthi Nagara → Kempegowda Bus Station (JMN-KBS),80-B,BMTC,"Via Navarang Theatre 1, Nandini Layout Bus Stand, Rajajinagara Entrance",3,7799
Jakkanahalli → KR Market (JKH-KMT),258-MA,BMTC,"Via Jalahalli Cross, Malleshwara Circle, Nelamangala Bus Station",3,3593
Jakkanahalli → Kempegowda Bus Station (JKNH-KBS),258-MA,BMTC,"Via Jalahalli Cross, Malleshwara Circle, Nelamangala Bus Station",3,6552
Jakkur Layout → Ghati Subramanya (JKLO-GSM),285-MJ,BMTC,"Via Allalasandra Gate, Doddaballapura Bus Stand, NES Office, Palpaldinne, Rajanukunte",3,3746
Jakkur Layout → KR Market (JKLOA-KMT),286-A,BMTC,Via Kempegowda Bus Station,3,2656
Jakkur Layout → Kempegowda Bus Station (JKLOA-KBS),286-AA,BMTC,"Via RM Guttahalli, Hebbala, Byatarayanapura",3,2658
Jakkur Layout → Nelamangala Bus Station (JLO-NMG),500-J,BMTC,"Via Byatarayanapura, Jalahalli Cross, Goraguntepalya",3,3775
Jakkur Layout → Patalamma Temple (JKLO-PTML),285-MJ,BMTC,"Via Allalasandra Gate, Doddaballapura Bus Stand, NES Office, Palpaldinne, Rajanukunte",3,7481
Jakkur Layout → Puttenahalli (JKLO-PTH),285,BMTC,"Via Hebbala, NES Office, Rajanukunte, Kempegowda Bus Station",3,2631
Jakkur Layout → Shivajinagara Bus Station (JKR-SBS),286-H,BMTC,"Via Amruthahalli, Police Station RT Nagara, Hebbala",3,2629
Jakkur → Ghati Subramanya (JKR-GST),285-MJ,BMTC,"Via Allalasandra Gate, Doddaballapura Bus Stand, NES Office, Palpaldinne, Rajanukunte",3,11921
Jakkur → KR Market (JKR-KMT),286,BMTC,"Via Mekhri Circle, Amruthahalli, Kempegowda Bus Station",3,2180
