route_long_name,route_short_name,agency_id,route_desc,route_type,route_id
Telecom Layout Ashwath Nagara → Kempegowda Bus Station (TLAN-KBS),290-M,BMTC,"Via Nagavara, Cunningham Road",3,7972
Thalaghattapura Metro Station → Depot-34 Gate (TGPM-D4),D34-TGPM,BMTC,Via Konanakunte Cross,3,8335
Thalaghattapura Metro Station → Kengeri Bus Station (TMS-KNG),MF-34,BMTC,"Via Kodipalya, Gattigerepalya",3,4631
Thammanayakanahalli → KR Market (Kalasipalya) (TNH-KMT),372-M,BMTC,"Via Bengaluru Dairy Circle, Bannerughatta Circle, Jigani Bus Stand, Indluvadi",3,4608
Thammarasanahalli Madhugirihalli → Peenya 2nd Stage (TMAH-PSS),255-W,BMTC,TMAH-PSS,3,5773
Thammenahalli → KR Market (TMH-KMT),250-E,BMTC,"Via Bagalagunte, 8th Mile Dasarahalli, Yeshawanthapura Bus Station",3,4256
Thammenahalli → Kempegowda Bus Station (TMH-KBS),250-B,BMTC,"Via Yeshawanthapura Bus Station, Bagalagunte, 8th Mile Dasarahalli",3,4220
Thammenahalli → Mysore Road Bus Station (TMH-MRBS),248-P,BMTC,"Via Peenya 2nd Stage, Jalahalli Cross, Vijayanagara",3,4137
Thammenahalli → Peenya 2nd Stage (TMNH-PSS),250-E-TMH,BMTC,TMNH-PSS,3,5063
Thanisandra → Kempegowda Bus Station (TNS-KBS),290-B,BMTC,"Via Cunningham Road, Kadugondanahalli Police Station, Nagavara",3,7394
Thanisandra → Shivajinagara Bus Station (TSR-SBS),290,BMTC,"Via Muslim Colony, Nagavara, Vasantha Nagara",3,7299
Tharabanahalli → KR Market (TBH-KMT),317-TA,BMTC,"Via Hosakote High School, Vagata, Halasuru, Tin Factory",3,5994
Tharabanahalli → Kempegowda Bus Station (TBH-KBS),299,BMTC,"Via Allalasandra Gate, Hebbala, Venkatala",3,6994
Tharabanahalli → Kempegowda Bus Station (TBH-KBS),305-M,BMTC,"Via Makanahalli, Halasuru, Hope Farm",3,5481
Tharahunase → Jalahalli Cross (TRH-JHC),401-AE,BMTC,"Via Venkatala, Gangamma Circle, MS Palya, NES Office, Yelahanka Satellite Town, Hunasamaranahalli",3,5528
Tharahunase → KR Market (THS-KMT),283-E,BMTC,"Via Venkatala, Gurukula School Tharahunase, Hunasamaranahalli",3,11424
Tharahunase → KR Market (THS-KMT),285,BMTC,"Via Hebbala, NES Office, Rajanukunte, Kempegowda Bus Station",3,3637
Tharahunase → KR Market (TRH-KMT),285-N,BMTC,"Via Rajanukunte, Patalamma Temple, NES Office, Kempegowda Bus Station",3,3758
Tharalu Estate → KR Market (Kalasipalya) (TRLE-KMT),214-D,BMTC,"Via Thalagattapura, Gulakamale, Kaggalipura, Banashankari",3,8219
Tharalu → KR Market (Kalasipalya) (TRl-KMT),214-D,BMTC,"Via Thalagattapura, Gulakamale, Kaggalipura, Banashankari",3,3381
Thattanahalli → Kempegowda Bus Station (TTNH-KBS),356-A,BMTC,"Via Shanthinagara Bus Station, Chandapura, Madivala",3,9278
Thavatahalli → KR Market (TVH-KMT),380-B,BMTC,"Via Attivatta Gate, Halasuru, Hosakote High School, KR Pura Market",3,6570
Thayappana Doddy → KR Market (Kalasipalya) (TYPD-KMT),213-P,BMTC,"Via Kanchugaranahalli, Kaggalipura, Banashankari, Hugarapalya",3,3442
Therelek Engineers PVT LTD Peenya → Peenya 2nd Stage (TEPL-PSS),265-A,BMTC,"Via Yashwanthapura Metro Station, Jalahalli Cross, Malleshwara Circle, Peenya 2nd stage, Prasanna Theatre, Sunkadakatte",3,7349
Therelek Engineers Private Limite Avverahalli → Yeshawanthapura Bus Station (KIADB-YTTMC),258-DN,BMTC,Via Nelamangala Bus Station,3,7306
Thigalara Chowdenahalli → KR Market (Kalasipalya) (TCH-KMT),342-AA,BMTC,"Via Agara Junction, Dommasandra, Lalbagh Main Gate",3,3749
Thigalarapalya → Depot-35 Gate (TGP-D35G),242-CB,BMTC,Via Sunkadakatte,3,2762
Thigalarapalya → KR Market (Kalasipalya) (TLP-KMT),243-B,BMTC,"Via Sunkadakatte, Herohalli Sunkadakatte, 1st Cross Magadi Road",3,5367
Thigalarapalya → Kempegowda Bus Station (TGP-KBS),243-D,BMTC,"Via Vidyamanyanagara, 1st Cross Magadi Road",3,2784
Thigalarapalya → Kempegowda Bus Station (TGPY-KBS),252-FB,BMTC,"Via Peenya 2nd Stage, Jalahalli Cross, Yeshawanthapura Bus Station",3,5137
Thigalarapalya → Kempegowda Bus Station (TGPY-KBS),252-FC,BMTC,"Via Navarang Theatre, Mahalakshmi Layout, Laggere Cross",3,5149
Thigalarapalya → Kempegowda Bus Station (TGRP-KBS),265-B,BMTC,"Via Sunkadakatte, Magadi Road TollGate, Peenya 2nd Stage",3,6715
Thigularapalya (Isuvanahalli) → Kempegowda Bus Station (THP-KBS),258-SB,BMTC,"Via Nelamangala Bus Station, Yeshawanthapura Bus Station, Hasiruvalli",3,11365
Thimmappana Palya → KR Market (Kalasipalya) (TMP-KMT),226-C,BMTC,Via Kengeri Bus Station,3,2115
Thimmasandra → Kempegowda Bus Station (TMS-KBS),381,BMTC,"Via Halasuru, Lakkondahalli Gate, KR Pura Market, Hosakote Bus Stand (Old)",3,6812
Thindlu Sarjapura → KR Market (Kalasipalya) (TDL-KMT),342-E,BMTC,"Via Sarjapura, Agara Junction, Dommasandra",3,3734
Thindlu → KR Market (TDL-KMT),285-JB,BMTC,"Via Rajanukunte, Kempegowda Bus Station, NES Office, Jalige",3,3689
Thindlu → KR Market (TDL-KMT),288,BMTC,"Via Hebbala, Kodigehalli, Kempegowda Bus Station",3,2192
Thindlu → KR Market (TND-KMT),306-B,BMTC,"Via Devanagondi LPG, Halasuru, Hope Farm",3,4439
Thindlu → Kempegowda Bus Station (TDL-KBS),288-H,BMTC,"Via Hebbala, Kodigehalli",3,2633
Thindlu → Kempegowda Bus Station (TDL-VSD-KBS),288,BMTC,"Via Hebbala, Kodigehalli, Kempegowda Bus Station",3,12431
Thindlu → Puttenahalli (TDL-PTH),PTH-TDL,BMTC,Via Atturu Layout,3,13980
Thindlu → Puttenahalli (TDL-PTH),PTH-VRP-TDL,BMTC,"Via Vidyaranyapura, Atturu Layout",3,2640
Thippagondanahalli → Kempegowda Bus Station (TGH-KBS),242-Z,BMTC,"Via Tavarekere, 1st Cross Magadi Road, Deva Machohalli Cross",3,5330
Thippasandra → KR Market (Kalasipalya) (TPS-KMT),215-X,BMTC,"Via Avalahalli, Banashankari",3,4207
Thippenahalli Anjaneya Temple → Peenya 2nd Stage (TAT-PSS),256-C,BMTC,"Via 8th Mile Dasarahalli, Yeshawanthapura Bus Station",3,6078
Thippennahalli → 8th Mile Dasarahalli (TPH-8THM),MF-25,BMTC,Via Rukmini Nagara,3,12528
Thippennahalli → KR Market (TPNH-KMT),263-A,BMTC,"Via 8th Mile Dasarahalli, Yeshawanthapura Bus Station",3,6558
Thippuru → KR Market (Kalasipalya) (TPR-KMT),228-E,BMTC,Via Kengeri Bus Station,3,2429
Thippuru → Kempegowda Bus Station (TPR-KBS),228-H,BMTC,Via Kengeri Bus Station,3,2435
Thippuru → Shanthinagara Bus Station (TPR-SNBS),375-J,BMTC,Via Banashankari Bus Station,3,8790
Thippuru → Shivajinagara Bus Station (TPR-SBS),228-E,BMTC,Via Kengeri Bus Station,3,2474
Thirumalapura → KR Market (Kalasipalya) (TMP-KMT),227-ZA,BMTC,Via Kengeri Bus Station,3,2414
Thirupalya → KR Market (Kalasipalya) (TRP-KMT),350-A,BMTC,"Via Bommanahalli, Hebbagodi, 7th Cross Wilson Garden, Electronic City",3,10248
Thiruvaranga → KR Market (Kalasipalya) (TRG-KMT),342-Y,BMTC,"Via Lalbagh Hopcoms, Sarjapura Police Station, Yamare",3,3755
Thittahalli → KR Market (Kalasipalya) (TTH-GNP),228-B,BMTC,Via Kengeri Bus Station,3,2421
Thittahalli → Nelamangala Bus Station (TTH-NMG),377-B,BMTC,"Via Kumbalagodu, Tavarekere, Kengeri Bus Station, Sondekoppa",3,6979
Thokathimmana Doddy → KR Market (Kalasipalya) (TTMD-KMT),213-E,BMTC,"Via Nettigere Cross, Jettipalya, Banashankari, Kaggalipura",3,3415
Thore Hosapalya → Kempegowda Bus Station (THPL-KBS),256-MA,BMTC,"Via Yeshawanthapura Bus Station, Madanayakanahalli, 8th Mile Dasarahalli",3,4836
Thore Nagasandra → KR Market (Kalasipalya) (TNGR-KMT),253-D,BMTC,"Via Chikka Banavara, Yeshawanthapura Bus Station, Jalahalli Cross",3,4603
Thore Nagasandra → Kempegowda Bus Station (TNS-KBS),253-D,BMTC,"Via Chikka Banavara, Yeshawanthapura Bus Station, Jalahalli Cross",3,5247
Thore Nagasandra → Peenya 2nd Stage (TRN-PSS),253-D,BMTC,"Via Chikka Banavara, Yeshawanthapura Bus Station, Jalahalli Cross",3,5243
Thyamagondlu → KR Market (TGL-KMT),258-M,BMTC,"Via Kempegowda Bus Station(Majestic/KBS), Yeshawanthapura Bus Station, Nelamangala Bus Station, T Begur",3,3590
Thyamagondlu → Kempegowda Bus Station (TMG-KBS),258-M,BMTC,"Via Kempegowda Bus Station(Majestic/KBS), Yeshawanthapura Bus Station, Nelamangala Bus Station, T Begur",3,4693
Timber Yard Layout → Shivajinagara Bus Station (TYLO-SBS),37-B,BMTC,Via nan,3,3882
Tin Factory → Banashankari Bus Station (TNF-BSK),MF-500L,BMTC,"Via Marathahalli Bridge, Central Silk Board",3,3140
Tin Factory → Channasandra (TNF-CND),304-K,BMTC,"Via Hope Farm, Hoodi",3,5285
Tin Factory → Channasandra (TNF-CNS),MF-304K,BMTC,"Via Hoodi, Hope Farm",3,4066
Tin Factory → Chikka Thirupathi (TNF-CKTP),304-VB,BMTC,"Via Hoodi, Hope Farm, Dodda Dunnasandra Cross",3,4411
Tin Factory → Depot-24 Gate (TNF-D24G),D24G--TNF,BMTC,Via nan,3,13736
Tin Factory → Depot-24 ITI Layout (TNF-D24),D24-TNF,BMTC,Via ITI Colony Gate,3,11854
Tin Factory → Depot-24 ITI Layout (TNF-D24),D24G-TNF,BMTC,Via nan,3,6383
Tin Factory → Devanagondi (TNF-DVG),506,BMTC,"Via ITPL, Hope Farm, Samethanahalli, Marathahalli Bridge",3,6856
Tin Factory → Devanahalli New Bus Station (TNF-DVH),316-Y,BMTC,"Via KR Pura Market, Rayasandra, Bychapura, Budigere",3,13746
Tin Factory → Hoodi Metro Station (TNF-HDM),MF-9,BMTC,"Via Devasandra, Hoodi, Ayyappa Nagara Muneshwara Temple Sadaramangala",3,13265
Tin Factory → Kadugodi Metro Station (TNF-KDGM),MF-10,BMTC,Via Bhattarahalli,3,13165
Tin Factory → Kadugodi Metro Station (TNF-KDGM),MF-11,BMTC,"Via KR Pura Market, Katamanallur Gate",3,13496
Tin Factory → MVJ Medical Hospital (TNF-MVJMC),317-MJ,BMTC,"Via Hosakote High School, Budigere Cross",3,13731
Tin Factory → Rampura (TNF-RMP),306-MB,BMTC,"Via Lakkur, Hope Farm",3,5633
Tin Factory → Sarjapura (TNF-SJP),500-CH,BMTC,"Via Marathahalli Bridge, Kaikondrahalli, Dommasandra",3,5006
Tin Factory → Uttarahalli (TNF-UTH),502-J,BMTC,"Via Central Silk Board, Kalamandira Marathahalli Bridge",3,6282
Tubagere → Hebbala Bridge (TBG-HBLB),285-MN,BMTC,"Via Hadohalli, Doddaballapura Bus Stand",3,13196
Tulasipura → KR Market (Kalasipalya) (TLP-KMT),215-T,BMTC,"Via Basavanagudi Police Station, Konanakunte",3,4221
Turahalli → Jayanagara Bus Station (TRL-JBS),210-TA,BMTC,"Via Banashankari, Uttarahalli",3,12800
Turahalli → Jayanagara Bus Station (TRL-JBS),210-TP,BMTC,"Via National Public School Uttarahalli, Banashankari",3,12803
Udakunte → Kempegowda Bus Station (UDK-KBS),258-VG,BMTC,"Via Nelamangala Bus Station, Yeshawanthapura Bus Station, Banawadi",3,11359
Udaya Badavane → Bengaluru University Gate (UDB-BUCG),MF-39,BMTC,"Via Mariyappanapalya, BUC ADM Block, Chikka Basti",3,10025
Udaya Badavane → KR Market (Kalasipalya) (UDB-KMT),234,BMTC,"Via Nayandahalli, BUC ADM Block",3,2526
Uddandahalli → KR Market (Kalasipalya) (UDH-KMT),227-D,BMTC,"Via Koluru, Kengeri Bus Station",3,2338
Udhbhava School → Tavarekere (UDBVS-TVK),221-J,BMTC,"Via Gulaganjahalli, Kengeri Bus Station",3,12089
Uganawadi → KR Market (UGH-KMT),298-A,BMTC,"Via Yelahanka Santhe Circle, Sadahalli, Kempegowda Bus Station(Majestic/KBS), Hebbala",3,9464
UjinappanaDoddy → KR Market (Kalasipalya) (UJPD-KMT),370-A,BMTC,"Via Bannerughatta Circle, JP Nagara 3rd Phase",3,4516
UjinappanaDoddy → Kempegowda Bus Station (UJPD-KBS),370-A,BMTC,"Via Bannerughatta Circle, JP Nagara 3rd Phase",3,6958
Ullala Satelite Town → Bengaluru University Gate (HST-BUCG),MF-40,BMTC,"Via Amma Ashrama Cross, BUC ADM Block",3,4632
Ullala Satelite Town → KR Market (Kalasipalya) (UST-CLO-KMT),234-A,BMTC,"Via BUC ADM Block, Nayandahalli",3,2531
Ullala Satelite Town → KR Market (Kalasipalya) (UST-KMT),234-A,BMTC,"Via BUC ADM Block, Nayandahalli",3,2528
Ullala Satelite Town → Kempegowda Bus Station (UST-KBS),234-E,BMTC,"Via Nayandahalli, BUC ADM Block",3,2535
Ullala Satelite Town → Kempegowda Bus Station (UST-KBS),234-EC,BMTC,"Via BUC ADM Block, Nayandahalli",3,2543
Ullala Satelite Town → Kempegowda Bus Station (UST-KBS),238-UM,BMTC,UST-KBS,3,14026
Ullala Satelite Town → Kempegowda Bus Station (UST-KBS),238-VM,BMTC,UST-KBS,3,14028
Ullala Satelite Town → Kempegowda Bus Station (UST-KMTFLY-KBS),234-E,BMTC,"Via Nayandahalli, BUC ADM Block",3,2537
Ullala Satelite Town → Mysore Road Bus Station (UST-MRBS),234-A,BMTC,"Via BUC ADM Block, Nayandahalli",3,11174
Ullala Satelite Town → Shivajinagara Bus Station (UST-SBS),234-E,BMTC,"Via Nayandahalli, BUC ADM Block",3,2541
Ullala Satelite Town → Uttarahalli (UST-UTH),BC-6,BMTC,Via BEML Layout 5th stage,3,2532
Ullala Satelite Town → Yeshawanthapura Bus Station (HST-YBS),515-A,BMTC,"Via Muddinapalya Junction, Herohalli Cross, Andhrahalli, Peenya 2nd Stage, Jalahalli Cross",3,12552
Ummalu → KR Market (UML-KMT),380-N,BMTC,"Via Halasuru, Kolathuru, Appasandra, KR Pura Market, Hosakote High School",3,6600
Upkar Residency Layout → KR Market (Kalasipalya) (ULO-KMT),235-R,BMTC,"Via Mysore Road Bus Station, Nagarabhavi Circle, Vijayanagara, Moodalapalya",3,3250
Upkar Residency Layout → Kempegowda Bus Station (URLO-KBS),223-PA,BMTC,"Via Moodalapalya, 1st Cross Magadi Road",3,2054
Uttarahalli → Electronic City (UTH-ELC),378-B,BMTC,"Via Hari Nagara Cross, Hommadevanahalli Cross, Bettadasanapura",3,7202
Uttarahalli → Kempegowda Bus Station (UTH-KBS),210-N,BMTC,"Via KR Market, Padmanabha Nagara, NR Colony",3,3797
Uttarahalli → Kempegowda Bus Station (UTH-KBS),210-NG,BMTC,"Via Padmanabha Nagara, NR Colony, Chamarajapet, Rayan Circle",3,4887
Uttarahalli → Kempegowda Bus Station (UTH-KBS),210-NH,BMTC,"Via KR Circle, KR Market, NR Colony, Padmanabha Nagara",3,4889
Uttarahalli → Shivajinagara Bus Station (UTH-SBS),210-H,BMTC,"Via KR Market, Monotype Corporation, MM Industries",3,3795
Uttarahalli → Tin Factory (UTH-TNF),502-J,BMTC,"Via Central Silk Board, Kalamandira Marathahalli Bridge",3,6287
Uttarahalli → Ullala Satelite Town (UTH-UST),BC-6,BMTC,Via BEML Layout 5th stage,3,2533
Vabasandra → KR Market (VBS-KMT),381-G,BMTC,"Via KR Pura Market, Halasuru, Hosakote Bus Stand (Old), Lakkondahalli Gate",3,6656
Vaddarapalya JP Nagara 8th Phase → Jayanagara Metro Station Arrival (VDRP-JNMS),MF-17,BMTC,"Via R V Dental College, Kothanuru Dinne Ganesha Temple, Jambu Savari Dinne",3,8327
Vaddarapalya → KR Market (Kalasipalya) (VDP-KMT),366-R,BMTC,"Via Jigani APC Circle, Gottigere, Bilekahalli, Bannerughatta Circle",3,9564
Vaderahalli → KR Market (Kalasipalya) (VDH-KMT),211-C,BMTC,"Via Udipalya, Banashankari",3,3281
Vaderahalli → Kempegowda Bus Station (VDH-KBS),211-J,BMTC,"Via Banashankari, Udipalya",3,3329
Vaderamanchanahalli Jigani → Depot-27 Gate (VDMH-D27G),VDMH-D27G,BMTC,Via YHK Hospital,3,12330
Vaderamanchanahalli Jigani → KR Market (Kalasipalya) (VDMH-KMT),366-W,BMTC,"Via Jigani APC CIrcle, Bilekahalli, Gottigere",3,9569
Vaderamanchanahalli Jigani → Kempegowda Bus Station (VMH-KBS),365-W,BMTC,"Via Gottigere, Shanthinagara Bus Station, Jigani APC Circle",3,11384
Vagata → KR Market (VGT-KMT),383,BMTC,"Via Hosakote High School, Halasuru, KR Pura Market, Jinnagara",3,6707
Vagata → Kempegowda Bus Station (VGT-KBS),305-L,BMTC,"Via Halasuru, Hope Farm, Naduvatti",3,5477
Vaiyalikaval Police Station → Yeshawanthapura Bus Station (VKVLS-YTTMC),YTTMC-VYKVLP,BMTC,Via Tata Institute,3,8957
Vajarahalli → KR Market (Kalasipalya) (VJH-KMT),226-D,BMTC,Via Kengeri Bus Station,3,2117
Vajrakattepalya → Kempegowda Bus Station (VKP-KBS),258-SA,BMTC,"Via Malleshwara Circle, Bolamaranahalli, Nelamangala Bus Station, Yeshawanthapura Bus Station",3,6551
Valagere Kallahalli → KR Market (Kalasipalya) (VGKH-KMT),342-J,BMTC,"Via Dommasandra, Agara Junction",3,3747
Valagere Kallahalli → Kempegowda Bus Station (VGKH-KBS),342-JB,BMTC,"Via Dommasandra, Shanthinagara Bus Station",3,3752
Valepura → Depot-41 Gate (VLP-D41G),328-E,BMTC,"Via Domlur, Madhura Nagara Hostel, Marathahalli Bridge, Varthuru",3,6361
Valepura → KR Market (VLP-KMT),328-E,BMTC,"Via Domlur, Madhura Nagara Hostel, Marathahalli Bridge, Varthuru",3,6350
Valley School Kanakapura Road → Attibele Bus Stand (VSK-ATB),600-F-BSK-VLS,BMTC,VSK-ATB,3,9702
Valley School Kanakapura Road → Banashankari Bus Station (VLS-BSK),211,BMTC,"Via Udipalya, Banashankari, Kaggalipura",3,5602
Valley School Kanakapura Road → Kempegowda Bus Station (VLS-KBS),211,BMTC,"Via Udipalya, Banashankari, Kaggalipura",3,8255
Varahasandra → KR Market (Kalasipalya) (VRHS-KMT),224-A,BMTC,Via Kengeri Bus Station,3,2058
Varthur Kodi → Hosa Road (VRTK-HSRD),505,BMTC,"Via Kasavanahalli, Gunjuru, Doddakannalli, Bengaluru Central Jail",3,13345
Varthur Kodi → White Field Bus Station (Vydehi Hospital) (VRTKD-WTTMC),WTTMC-KDLG-VRTKD,BMTC,"Via Kundalahalli Gate, Graphite India",3,12893
Varthur kodi → Budigere Cross (VRKD-BGDC),328-HF,BMTC,"Via Hope Farm, Khaji Sonnenahalli Gate",3,12826
Varthuru → Depot-42 Gate  Arrival (VRT-D42G),342D,BMTC,VRT-D42G,3,12876
Varthuru → KR Market (VRTR-KMT),328,BMTC,"Via HAL Main Gate, Varthur kodi",3,2173
Vasantavihar Colony Billamaranahalli → Kempegowda Bus Station (VVC-KBS),282-D,BMTC,"Via Hebbala, Venkatala, Hunasamaranahalli",3,6760
Vasanthapura → KR Market (Kalasipalya) (VSP-KMT),210-D,BMTC,"Via Mahila Seva Samaja, MM Industries, Banashankari, Uttarahalli",3,4450
Vasanthapura → Kempegowda Bus Station (VSP-KBS),210-E,BMTC,"Via Uttarahalli, Banashankari, KR Market, Mahila Seva Samaja, South End Circle",3,4461
Vasanthapura → Kempegowda Bus Station (VSP-KBS),210-R,BMTC,"Via KR Market, Basavanagudi Police Station, ISRO Layout, MM Industries, Monotype Corporation",3,3793
Vasanthapura → Shivajinagara Bus Station (VSP-SBS),210-G,BMTC,"Via Shanthinagara Bus Station, Banashankari Bus Station, Jayanagara Bus Station",3,3791
Veerabhadra Nagara → Kempegowda Bus Station (VBN-KBS),43-D,BMTC,"Via Ramakrishna Ashrama, Hoskerehalli Cross, Srinivasa Nagara",3,4288
Veerabhadra Nagara → Poornaprajna Layout (VBN-PPLO),43-D,BMTC,"Via Ramakrishna Ashrama, Hoskerehalli Cross, Srinivasa Nagara",3,5806
Veeranahalli → Mandur (VRH-MDR),307-A,BMTC,"Via Halasuru, KR Pura Market",3,12703
Vibhuthipura Samudaya Bhavan → Kempegowda Bus Station (VBP-KBS),314-J,BMTC,"Via Halasuru, Rameshnagara, BEML Gate",3,5793
Vibhuthipura Samudaya Bhavan → Shivajinagara Bus Station (VBPSN-SBS),314-N,BMTC,"Via Halasuru, Malleshpalya New Bus Station(Vignananagar)",3,3994
Vidhana Soudha Karnataka High Court → 11th Block Anjanapura (VSD-AJP11B),215-NE,BMTC,"Via Avalahalli, Banashankari, Basavanagudi Police Station",3,8176
Vidhana Soudha Karnataka High Court → Adarshanagara (VSD-ADR),VSD-ADR,BMTC,"Via Yeshawanthapura Bus Station, Jalahalli Cross",3,12428
Vidhana Soudha Karnataka High Court → Amarajyothi Badavane (VSD-AJB),VSD-AJB,BMTC,"Via Indian Express, Hebbala, Munireddy Palya J C Nagara",3,13880
Vidhana Soudha Karnataka High Court → Attibele Bus Stand (VSD-ATB),KBS-3F FLY,BMTC,VSD-ATB,3,12196
Vidhana Soudha Karnataka High Court → Brahma Devara Gudda (VSD-BDG),241-D,BMTC,"Via 1st Cross Magadi Road, Sunkadakatte",3,9941
Vidhana Soudha Karnataka High Court → DLF Home Town (VSD-DLF),369-K,BMTC,VSD-DLF,3,8231
Vidhana Soudha Karnataka High Court → JP Nagara 6th Phase (VSD-JPN6),2-E,BMTC,VSD-JPN6,3,6503
Vidhana Soudha Karnataka High Court → Jeevanbheema Nagara (VSD-JBN),139-JBN-SBS-VSD,BMTC,"Via Shivajinagara Bus Station, Halasuru, Indian Express",3,11009
Vidhana Soudha Karnataka High Court → Judicial Layout Water Tank (VSD-JLOW),284-C,BMTC,Via Allalasandra Gate,3,8459
Vidhana Soudha Karnataka High Court → KR Pura Extension (VSD-KRPE),315,BMTC,VSD-KRPE,3,13810
Vidhana Soudha Karnataka High Court → Kaggalipura (VSD-KGP),MF-211AC,BMTC,"Via Konanakunte Cross, Udipalya",3,8228
Vidhana Soudha Karnataka High Court → Kumaraswamy Layout (VSD-KSLO),15-E,BMTC,"Via MM Industries, KR Market, Monotype Corporation",3,2963
Vidhana Soudha Karnataka High Court → Marenahalli (Marenahalli Metro Station) (VSD-MBS),18,BMTC,"Via Jayanagara 4th Block, Lalbagh Main Gate",3,8453
Vidhana Soudha Karnataka High Court → Muthyalanagara (VSD-MTN),271-K,BMTC,"Via Malleshwara Circle, Mathikere, Chowdeshwarinagara JP Park",3,6403
Vidhana Soudha Karnataka High Court → N R I  Layout (VSD-NRIL),301-A,BMTC,"Via KR Circle, Coles Park, Maruthi School",3,10963
Vidhana Soudha Karnataka High Court → Srinagara Bus Station (VSD-KMTFLY-SRN),36,BMTC,Via Chamarajapet,3,11583
Vidhana Soudha Layout → Depot-31 Gate (VSL-D31G),D31G-VSDLO,BMTC,"Via Nandini Layout Ring Road, Lakshmidevi Nagara",3,7995
Vidhana Soudha Layout → Kempegowda Bus Station (VSL-KBS),95-D,BMTC,"Via Mahalakshmi Layout, Okalipura, ESI Hospital Rajajinagara",3,8289
Vidhana Soudha Layout → Kempegowda Bus Station (VSLO-KBS),98-F,BMTC,"Via Yeshawanthapura Bus Station, Lakshmidevi Nagara, Goraguntepalya",3,9254
Vidhana Soudha Layout → Shivajinagara Bus Station (VSL-SBS),79-G,BMTC,"Via Central, Kanteerava Studio, Navarang Theatre",3,8008
Vidhana Soudha → 11th Block Anjanapura (VSD-ANP11),215-NE,BMTC,"Via Avalahalli, Banashankari, Basavanagudi Police Station",3,11432
Vidhana Soudha → 2nd Stage 9th Block Nagarabhavi (VSD-NBV9),244-C,BMTC,"Via KHB Colony, Papareddypalya",3,6381
Vidhana Soudha → BEML Layout 5th stage (VSD-BEML5),225-C,BMTC,Via BEML Complex,3,2209
Vidhana Soudha → Basaveshwaranagara New Bus Stand (VSD-BSN),88-B-KBS,BMTC,VSD-BSN,3,7936
Vidhana Soudha → Bhavani Nagara 2nd Stage (VSD-BVN2),243-J,BMTC,"Via Kottigepalya, Muddinapalya",3,5398
Vidhana Soudha → Bhuvaneshwari Nagara (VSD-BVN),45-B,BMTC,"Via Bank Colony, KR Market, Kathriguppe",3,5858
Vidhana Soudha → Bidadi (VSD-BDD),226-N,BMTC,Via Kengeri Bus Station,3,2257
Vidhana Soudha → Depot-27 Gate (VSD-D27),365-J,BMTC,Via Gottigere,3,6990
Vidhana Soudha → Girinagara Extension (VSD-GRN),36-B,BMTC,"Via KR Market, Ramakrishna Ashrama, Nagendra Block",3,8087
Vidhana Soudha → H Krishnappa Layout (VSD-HKLO),43-J,BMTC,"Via Veerabhadra Nagara, Bank Colony, KR Market",3,5835
Vidhana Soudha → Hesaraghatta (VSD-HGV),253-J,BMTC,"Via Yeshawanthapura Bus Station, 8th Mile Dasarahalli, Chikka Banavara",3,7279
Vidhana Soudha → K Narayanapura Main Bus Stand (VSD-KNP),286-F,BMTC,"Via Hebbala, Venkateshwara Nagara Cross, RM Guttahalli",3,8024
Vidhana Soudha → Kalidasa Layout (VSD-KDLO),36,BMTC,Via Chamarajapet,3,7046
Vidhana Soudha → Kempegowda Swimming Pool (VSD-KGPS),35,BMTC,"Via Chamarajapet, KR Market",3,3827
Vidhana Soudha → Kodigehalli Canara Bank Colony (VSD-KDHCB),288-G,BMTC,Via Hebbala,3,8742
Vidhana Soudha → Rameshnagara (VSD-RMSN),314-T,BMTC,"Via Basavanagara, Mayohall, Malleshpalya, Thippasandra",3,9119
Vidhana Soudha → Shankarnagh Bus Stand (VSD-SKRNBS),96-B,BMTC,Via Sujatha Talkies,3,9084
Vidhana Soudha → Shankarnagh Bus Stand (VSD-SNB),96-B,BMTC,Via Sujatha Talkies,3,6489
Vidhana Soudha → Thindlu (VSD-TDL),288,BMTC,"Via Hebbala, Kodigehalli, Kempegowda Bus Station",3,8722
Vidhana Soudha → Vidhana Soudha Layout (VSD-VSL),79-G,BMTC,"Via Central, Kanteerava Studio, Navarang Theatre",3,8033
Vidhana Soudha → Vivekananda Nagara (VSD-VKNN),43-A,BMTC,"Via Ramakrishna Ashrama, KR Market",3,5433
Vidyagiri Layout Chandra Layout → Kempegowda Bus Station (VLOCLO-KBS),61-M,BMTC,"Via Vijayanagara Garage, Magadi Road TollGate, Chandra Layout Circle",3,6822
Vidyaniketan School Hebbala → Hebbala Bridge (VNS-HBLB),507,BMTC,"Via Peenya 2nd stage, Jalahalli Cross, Hebbala Bridge, Gangamma Circle, Ramamurthy Nagara Alada Mara",3,5482
Vidyaniketan School Hebbala → Jalahalli Cross Metro Station Arrival (VNS-JHMS),MF-23B,BMTC,"Via Kere Guddadahalli, Gangamma Circle",3,13113
Vidyaniketan School Hebbala → KR Market (VSH-KMT),KMT-KBS-VNS,BMTC,"Via Kempegowda Bus Station(Majestic/KBS), Hebbala",3,8045
Vidyaniketan School Hebbala → Kempegowda Bus Station (VPSH-KBS),285,BMTC,"Via Hebbala, NES Office, Rajanukunte, Kempegowda Bus Station",3,2032
